time;power;th_amb;th_amb_prev_day;is_workday
2017-06-06 17:00:00;0.25;15.7;21.5;1
2017-06-06 18:00:00;23.3490384;15.9;20.8;1
2017-06-06 19:00:00;20.4304086;14.7;20.0;1
2017-06-06 20:00:00;0.25;13.7;15.6;1
2017-06-06 21:00:00;28.2134214;12.9;14.4;1
2017-06-06 22:00:00;21.403285200000006;12.4;12.9;1
2017-06-06 23:00:00;0.25;12.4;12.4;1
2017-06-07 00:00:00;0.25;12.3;12.3;1
2017-06-07 01:00:00;23.3490384;12.3;11.9;1
2017-06-07 02:00:00;11.6745192;12.2;12.5;1
2017-06-07 03:00:00;9.728766;12.0;14.2;1
2017-06-07 04:00:00;0.25;12.0;15.5;1
2017-06-07 05:00:00;24.321915;11.5;15.8;1
2017-06-07 06:00:00;0.25;11.4;16.6;1
2017-06-07 07:00:00;21.403285200000006;12.1;17.0;1
2017-06-07 08:00:00;0.9728766000000002;13.0;15.0;1
2017-06-07 09:00:00;43.77944700000001;13.4;15.5;1
2017-06-07 10:00:00;0.25;15.0;14.5;1
2017-06-07 11:00:00;0.25;14.8;12.2;1
2017-06-07 12:00:00;27.2405448;14.3;16.3;1
2017-06-07 13:00:00;20.4304086;15.1;16.5;1
2017-06-07 14:00:00;0.25;14.9;17.8;1
2017-06-07 15:00:00;24.321915;14.8;14.4;1
2017-06-07 16:00:00;0.25;15.7;16.0;1
2017-06-07 17:00:00;21.403285200000006;15.3;15.7;1
2017-06-07 18:00:00;0.25;17.2;15.9;1
2017-06-07 19:00:00;26.267668200000006;16.2;14.7;1
2017-06-07 20:00:00;21.403285200000006;15.4;13.7;1
2017-06-07 21:00:00;23.3490384;11.7;12.9;1
2017-06-07 22:00:00;0.25;11.0;12.4;1
2017-06-07 23:00:00;0.25;9.8;12.4;1
2017-06-08 00:00:00;0.25;10.7;12.3;1
2017-06-08 01:00:00;44.7523236;12.8;12.3;1
2017-06-08 02:00:00;0.25;12.9;12.2;1
2017-06-08 03:00:00;0.25;13.0;12.0;1
2017-06-08 04:00:00;0.25;12.8;12.0;1
2017-06-08 05:00:00;24.321915;12.4;11.5;1
2017-06-08 06:00:00;0.25;13.1;11.4;1
2017-06-08 07:00:00;21.403285200000006;14.1;12.1;1
2017-06-08 08:00:00;0.9728766000000002;15.5;13.0;1
2017-06-08 09:00:00;43.77944700000001;17.7;13.4;1
2017-06-08 10:00:00;0.25;19.5;15.0;1
2017-06-08 11:00:00;0.25;20.3;14.8;1
2017-06-08 12:00:00;27.2405448;21.2;14.3;1
2017-06-08 13:00:00;20.4304086;21.9;15.1;1
2017-06-08 14:00:00;0.25;22.0;14.9;1
2017-06-08 15:00:00;24.321915;22.5;14.8;1
2017-06-08 16:00:00;0.25;23.3;15.7;1
2017-06-08 17:00:00;21.403285200000006;23.4;15.3;1
2017-06-08 18:00:00;0.25;23.3;17.2;1
2017-06-08 19:00:00;26.267668200000006;22.1;16.2;1
2017-06-08 20:00:00;21.403285200000006;17.9;15.4;1
2017-06-08 21:00:00;23.3490384;16.2;11.7;1
2017-06-08 22:00:00;0.25;16.1;11.0;1
2017-06-08 23:00:00;0.25;15.8;9.8;1
2017-06-09 00:00:00;0.25;15.4;10.7;1
2017-06-09 01:00:00;44.7523236;14.3;12.8;1
2017-06-09 02:00:00;0.25;15.6;12.9;1
2017-06-09 03:00:00;0.25;15.5;13.0;1
2017-06-09 04:00:00;0.25;15.7;12.8;1
2017-06-09 05:00:00;6.8101362;16.4;12.4;1
2017-06-09 06:00:00;25.294791600000003;17.3;13.1;1
2017-06-09 07:00:00;19.457532;18.8;14.1;1
2017-06-09 08:00:00;0.25;19.1;15.5;1
2017-06-09 09:00:00;21.403285200000006;18.5;17.7;1
2017-06-09 10:00:00;23.3490384;15.6;19.5;1
2017-06-09 11:00:00;22.3761618;15.2;20.3;1
2017-06-09 12:00:00;0.25;15.1;21.2;1
2017-06-09 13:00:00;0.25;15.6;21.9;1
2017-06-09 14:00:00;25.294791600000003;16.8;22.0;1
2017-06-09 15:00:00;0.25;19.0;22.5;1
2017-06-09 16:00:00;22.3761618;19.6;23.3;1
2017-06-09 17:00:00;0.25;18.3;23.4;1
2017-06-09 18:00:00;24.321915;18.3;23.3;1
2017-06-09 19:00:00;0.25;15.3;22.1;1
2017-06-09 20:00:00;0.25;14.0;17.9;1
2017-06-09 21:00:00;21.403285200000006;13.3;16.2;1
2017-06-09 22:00:00;22.3761618;12.6;16.1;1
2017-06-09 23:00:00;0.25;12.1;15.8;1
2017-06-10 00:00:00;0.25;11.5;15.4;0
2017-06-10 01:00:00;24.321915;10.4;14.3;0
2017-06-10 02:00:00;21.403285200000006;9.6;15.6;0
2017-06-10 03:00:00;0.25;8.9;15.5;0
2017-06-10 04:00:00;0.25;8.7;15.7;0
2017-06-10 05:00:00;6.8101362;8.9;16.4;0
2017-06-10 06:00:00;25.294791600000003;11.3;17.3;0
2017-06-10 07:00:00;19.457532;14.8;18.8;0
2017-06-10 08:00:00;0.25;16.3;19.1;0
2017-06-10 09:00:00;21.403285200000006;17.6;18.5;0
2017-06-10 10:00:00;0.25;18.7;15.6;0
2017-06-10 11:00:00;27.2405448;19.6;15.2;0
2017-06-10 12:00:00;18.4846554;20.9;15.1;0
2017-06-10 13:00:00;0.25;21.5;15.6;0
2017-06-10 14:00:00;25.294791600000003;22.8;16.8;0
2017-06-10 15:00:00;0.25;22.6;19.0;0
2017-06-10 16:00:00;21.403285200000006;23.1;19.6;0
2017-06-10 17:00:00;0.25;23.4;18.3;0
2017-06-10 18:00:00;22.3761618;22.5;18.3;0
2017-06-10 19:00:00;0.25;19.5;15.3;0
2017-06-10 20:00:00;0.25;16.8;14.0;0
2017-06-10 21:00:00;27.2405448;16.3;13.3;0
2017-06-10 22:00:00;16.5389022;15.1;12.6;0
2017-06-10 23:00:00;0.25;14.3;12.1;0
2017-06-11 00:00:00;25.294791600000003;13.8;11.5;0
2017-06-11 01:00:00;0.25;13.5;10.4;0
2017-06-11 02:00:00;21.403285200000006;13.3;9.6;0
2017-06-11 03:00:00;0.25;12.9;8.9;0
2017-06-11 04:00:00;0.25;13.3;8.7;0
2017-06-11 05:00:00;24.321915;15.8;8.9;0
2017-06-11 06:00:00;0.25;17.1;11.3;0
2017-06-11 07:00:00;21.403285200000006;19.2;14.8;0
2017-06-11 08:00:00;0.25;21.5;16.3;0
2017-06-11 09:00:00;23.3490384;23.1;17.6;0
2017-06-11 10:00:00;0.25;24.6;18.7;0
2017-06-11 11:00:00;20.4304086;25.9;19.6;0
2017-06-11 12:00:00;22.3761618;26.5;20.9;0
2017-06-11 13:00:00;0.25;27.2;21.5;0
2017-06-11 14:00:00;0.25;27.0;22.8;0
2017-06-11 15:00:00;29.186298;26.8;22.6;0
2017-06-11 16:00:00;18.4846554;26.9;23.1;0
2017-06-11 17:00:00;0.25;25.5;23.4;0
2017-06-11 18:00:00;24.321915;23.5;22.5;0
2017-06-11 19:00:00;9.728766;21.5;19.5;0
2017-06-11 20:00:00;12.647395800000002;21.0;16.8;0
2017-06-11 21:00:00;20.4304086;19.2;16.3;0
2017-06-11 22:00:00;0.25;19.5;15.1;0
2017-06-11 23:00:00;0.25;18.5;14.3;0
2017-06-12 00:00:00;28.2134214;18.2;13.8;1
2017-06-12 01:00:00;20.4304086;17.9;13.5;1
2017-06-12 02:00:00;0.25;17.8;13.3;1
2017-06-12 03:00:00;0.25;16.8;12.9;1
2017-06-12 04:00:00;22.3761618;15.0;13.3;1
2017-06-12 05:00:00;0.25;14.9;15.8;1
2017-06-12 06:00:00;19.457532;14.9;17.1;1
2017-06-12 07:00:00;0.25;15.3;19.2;1
2017-06-12 08:00:00;25.294791600000003;15.9;21.5;1
2017-06-12 09:00:00;3.8915064;16.3;23.1;1
2017-06-12 10:00:00;17.511778800000002;16.8;24.6;1
2017-06-12 11:00:00;24.321915;17.9;25.9;1
2017-06-12 12:00:00;0.25;17.9;26.5;1
2017-06-12 13:00:00;0.25;18.1;27.2;1
2017-06-12 14:00:00;28.2134214;17.9;27.0;1
2017-06-12 15:00:00;18.4846554;18.3;26.8;1
2017-06-12 16:00:00;0.25;17.7;26.9;1
2017-06-12 17:00:00;0.25;17.3;25.5;1
2017-06-12 18:00:00;29.186298;17.3;23.5;1
2017-06-12 19:00:00;20.4304086;16.7;21.5;1
2017-06-12 20:00:00;0.25;15.4;21.0;1
2017-06-12 21:00:00;23.3490384;15.5;19.2;1
2017-06-12 22:00:00;0.25;15.3;19.5;1
2017-06-12 23:00:00;1.9457532;14.9;18.5;1
2017-06-13 00:00:00;46.6980768;13.9;18.2;1
2017-06-13 01:00:00;0.25;13.5;17.9;1
2017-06-13 02:00:00;0.25;13.5;17.8;1
2017-06-13 03:00:00;0.25;13.1;16.8;1
2017-06-13 04:00:00;27.2405448;13.5;15.0;1
2017-06-13 05:00:00;21.403285200000006;14.4;14.9;1
2017-06-13 06:00:00;0.25;14.5;14.9;1
2017-06-13 07:00:00;0.25;14.8;15.3;1
2017-06-13 08:00:00;24.321915;15.8;15.9;1
2017-06-13 09:00:00;0.25;16.7;16.3;1
2017-06-13 10:00:00;20.4304086;17.4;16.8;1
2017-06-13 11:00:00;0.25;17.8;17.9;1
2017-06-13 12:00:00;24.321915;18.9;17.9;1
2017-06-13 13:00:00;0.25;18.3;18.1;1
2017-06-13 14:00:00;21.403285200000006;18.5;17.9;1
2017-06-13 15:00:00;22.3761618;19.2;18.3;1
2017-06-13 16:00:00;0.25;18.9;17.7;1
2017-06-13 17:00:00;0.25;18.7;17.3;1
2017-06-13 18:00:00;23.3490384;18.4;17.3;1
2017-06-13 19:00:00;20.4304086;17.4;16.7;1
2017-06-13 20:00:00;0.25;15.2;15.4;1
2017-06-13 21:00:00;28.2134214;13.4;15.5;1
2017-06-13 22:00:00;21.403285200000006;11.9;15.3;1
2017-06-13 23:00:00;0.25;11.1;14.9;1
2017-06-14 00:00:00;0.25;10.6;13.9;1
2017-06-14 01:00:00;23.3490384;10.3;13.5;1
2017-06-14 02:00:00;11.6745192;9.0;13.5;1
2017-06-14 03:00:00;9.728766;9.3;13.1;1
2017-06-14 04:00:00;0.25;9.3;13.5;1
2017-06-14 05:00:00;24.321915;9.6;14.4;1
2017-06-14 06:00:00;0.25;12.0;14.5;1
2017-06-14 07:00:00;21.403285200000006;17.4;14.8;1
2017-06-14 08:00:00;0.9728766000000002;18.1;15.8;1
2017-06-14 09:00:00;43.77944700000001;20.2;16.7;1
2017-06-14 10:00:00;0.25;20.7;17.4;1
2017-06-14 11:00:00;0.25;21.6;17.8;1
2017-06-14 12:00:00;27.2405448;22.6;18.9;1
2017-06-14 13:00:00;20.4304086;23.5;18.3;1
2017-06-14 14:00:00;0.25;24.7;18.5;1
2017-06-14 15:00:00;24.321915;24.4;19.2;1
2017-06-14 16:00:00;0.25;24.3;18.9;1
2017-06-14 17:00:00;21.403285200000006;23.6;18.7;1
2017-06-14 18:00:00;0.25;22.9;18.4;1
2017-06-14 19:00:00;26.267668200000006;21.6;17.4;1
2017-06-14 20:00:00;21.403285200000006;20.4;15.2;1
2017-06-14 21:00:00;23.3490384;17.9;13.4;1
2017-06-14 22:00:00;0.25;16.1;11.9;1
2017-06-14 23:00:00;0.25;14.8;11.1;1
2017-06-15 00:00:00;0.25;13.8;10.6;1
2017-06-15 01:00:00;44.7523236;13.9;10.3;1
2017-06-15 02:00:00;0.25;13.3;9.0;1
2017-06-15 03:00:00;0.25;13.4;9.3;1
2017-06-15 04:00:00;0.25;13.9;9.3;1
2017-06-15 05:00:00;24.321915;16.3;9.6;1
2017-06-15 06:00:00;0.25;18.3;12.0;1
2017-06-15 07:00:00;21.403285200000006;21.0;17.4;1
2017-06-15 08:00:00;0.9728766000000002;22.3;18.1;1
2017-06-15 09:00:00;43.77944700000001;24.5;20.2;1
2017-06-15 10:00:00;0.25;26.0;20.7;1
2017-06-15 11:00:00;0.25;27.0;21.6;1
2017-06-15 12:00:00;27.2405448;28.4;22.6;1
2017-06-15 13:00:00;20.4304086;29.1;23.5;1
2017-06-15 14:00:00;0.25;27.8;24.7;1
2017-06-15 15:00:00;24.321915;26.1;24.4;1
2017-06-15 16:00:00;0.25;21.7;24.3;1
2017-06-15 17:00:00;21.403285200000006;19.8;23.6;1
2017-06-15 18:00:00;0.25;21.6;22.9;1
2017-06-15 19:00:00;26.267668200000006;20.3;21.6;1
2017-06-15 20:00:00;21.403285200000006;19.4;20.4;1
2017-06-15 21:00:00;23.3490384;18.6;17.9;1
2017-06-15 22:00:00;0.25;16.3;16.1;1
2017-06-15 23:00:00;0.25;15.1;14.8;1
2017-06-16 00:00:00;0.25;16.5;13.8;1
2017-06-16 01:00:00;44.7523236;16.7;13.9;1
2017-06-16 02:00:00;0.25;16.6;13.3;1
2017-06-16 03:00:00;0.25;15.8;13.4;1
2017-06-16 04:00:00;0.25;15.9;13.9;1
2017-06-16 05:00:00;6.8101362;15.3;16.3;1
2017-06-16 06:00:00;25.294791600000003;15.8;18.3;1
2017-06-16 07:00:00;19.457532;16.2;21.0;1
2017-06-16 08:00:00;0.25;17.2;22.3;1
2017-06-16 09:00:00;21.403285200000006;18.4;24.5;1
2017-06-16 10:00:00;23.3490384;18.7;26.0;1
2017-06-16 11:00:00;22.3761618;18.6;27.0;1
2017-06-16 12:00:00;0.25;18.4;28.4;1
2017-06-16 13:00:00;0.25;18.3;29.1;1
2017-06-16 14:00:00;25.294791600000003;18.8;27.8;1
2017-06-16 15:00:00;0.25;18.7;26.1;1
2017-06-16 16:00:00;22.3761618;17.8;21.7;1
2017-06-16 17:00:00;0.25;17.5;19.8;1
2017-06-16 18:00:00;24.321915;16.8;21.6;1
2017-06-16 19:00:00;0.25;16.1;20.3;1
2017-06-16 20:00:00;0.25;15.3;19.4;1
2017-06-16 21:00:00;21.403285200000006;13.6;18.6;1
2017-06-16 22:00:00;22.3761618;12.0;16.3;1
2017-06-16 23:00:00;0.25;10.7;15.1;1
2017-06-17 00:00:00;0.25;9.9;16.5;0
2017-06-17 01:00:00;24.321915;9.4;16.7;0
2017-06-17 02:00:00;21.403285200000006;9.1;16.6;0
2017-06-17 03:00:00;0.25;9.6;15.8;0
2017-06-17 04:00:00;0.25;10.3;15.9;0
2017-06-17 05:00:00;6.8101362;11.0;15.3;0
2017-06-17 06:00:00;25.294791600000003;12.6;15.8;0
2017-06-17 07:00:00;19.457532;13.5;16.2;0
2017-06-17 08:00:00;0.25;14.6;17.2;0
2017-06-17 09:00:00;21.403285200000006;16.5;18.4;0
2017-06-17 10:00:00;0.25;17.5;18.7;0
2017-06-17 11:00:00;27.2405448;18.0;18.6;0
2017-06-17 12:00:00;18.4846554;19.1;18.4;0
2017-06-17 13:00:00;0.25;19.1;18.3;0
2017-06-17 14:00:00;25.294791600000003;19.4;18.8;0
2017-06-17 15:00:00;0.25;20.3;18.7;0
2017-06-17 16:00:00;21.403285200000006;20.6;17.8;0
2017-06-17 17:00:00;0.25;20.3;17.5;0
2017-06-17 18:00:00;22.3761618;20.1;16.8;0
2017-06-17 19:00:00;0.25;19.9;16.1;0
2017-06-17 20:00:00;0.25;18.6;15.3;0
2017-06-17 21:00:00;27.2405448;18.1;13.6;0
2017-06-17 22:00:00;16.5389022;17.9;12.0;0
2017-06-17 23:00:00;0.25;17.3;10.7;0
2017-06-18 00:00:00;25.294791600000003;17.2;9.9;0
2017-06-18 01:00:00;0.25;16.0;9.4;0
2017-06-18 02:00:00;21.403285200000006;14.7;9.1;0
2017-06-18 03:00:00;0.25;13.9;9.6;0
2017-06-18 04:00:00;0.25;13.3;10.3;0
2017-06-18 05:00:00;24.321915;13.5;11.0;0
2017-06-18 06:00:00;0.25;15.7;12.6;0
2017-06-18 07:00:00;21.403285200000006;20.2;13.5;0
2017-06-18 08:00:00;0.25;20.0;14.6;0
2017-06-18 09:00:00;23.3490384;22.5;16.5;0
2017-06-18 10:00:00;0.25;22.7;17.5;0
2017-06-18 11:00:00;20.4304086;23.7;18.0;0
2017-06-18 12:00:00;22.3761618;24.1;19.1;0
2017-06-18 13:00:00;0.25;25.1;19.1;0
2017-06-18 14:00:00;0.25;25.6;19.4;0
2017-06-18 15:00:00;29.186298;26.9;20.3;0
2017-06-18 16:00:00;18.4846554;27.0;20.6;0
2017-06-18 17:00:00;0.25;26.5;20.3;0
2017-06-18 18:00:00;24.321915;25.4;20.1;0
2017-06-18 19:00:00;9.728766;23.6;19.9;0
2017-06-18 20:00:00;12.647395800000002;22.0;18.6;0
2017-06-18 21:00:00;20.4304086;19.3;18.1;0
2017-06-18 22:00:00;0.25;18.1;17.9;0
2017-06-18 23:00:00;0.25;16.9;17.3;0
2017-06-19 00:00:00;28.2134214;16.3;17.2;1
2017-06-19 01:00:00;20.4304086;15.2;16.0;1
2017-06-19 02:00:00;0.25;15.1;14.7;1
2017-06-19 03:00:00;0.25;14.6;13.9;1
2017-06-19 04:00:00;22.3761618;13.7;13.3;1
2017-06-19 05:00:00;0.25;14.2;13.5;1
2017-06-19 06:00:00;19.457532;16.5;15.7;1
2017-06-19 07:00:00;0.25;22.3;20.2;1
2017-06-19 08:00:00;25.294791600000003;24.7;20.0;1
2017-06-19 09:00:00;3.8915064;25.6;22.5;1
2017-06-19 10:00:00;17.511778800000002;26.7;22.7;1
2017-06-19 11:00:00;24.321915;28.0;23.7;1
2017-06-19 12:00:00;0.25;28.5;24.1;1
2017-06-19 13:00:00;0.25;29.7;25.1;1
2017-06-19 14:00:00;28.2134214;29.2;25.6;1
2017-06-19 15:00:00;18.4846554;29.8;26.9;1
2017-06-19 16:00:00;0.25;30.0;27.0;1
2017-06-19 17:00:00;0.25;30.2;26.5;1
2017-06-19 18:00:00;29.186298;28.7;25.4;1
2017-06-19 19:00:00;20.4304086;24.0;23.6;1
2017-06-19 20:00:00;0.25;21.5;22.0;1
2017-06-19 21:00:00;23.3490384;18.8;19.3;1
2017-06-19 22:00:00;0.25;17.9;18.1;1
2017-06-19 23:00:00;1.9457532;16.7;16.9;1
2017-06-20 00:00:00;46.6980768;16.2;16.3;1
2017-06-20 01:00:00;0.25;15.8;15.2;1
2017-06-20 02:00:00;0.25;14.5;15.1;1
2017-06-20 03:00:00;0.25;14.3;14.6;1
2017-06-20 04:00:00;27.2405448;13.8;13.7;1
2017-06-20 05:00:00;21.403285200000006;14.6;14.2;1
2017-06-20 06:00:00;0.25;17.2;16.5;1
2017-06-20 07:00:00;0.25;22.2;22.3;1
2017-06-20 08:00:00;24.321915;26.8;24.7;1
2017-06-20 09:00:00;0.25;28.7;25.6;1
2017-06-20 10:00:00;20.4304086;29.1;26.7;1
2017-06-20 11:00:00;0.25;28.8;28.0;1
2017-06-20 12:00:00;24.321915;29.9;28.5;1
2017-06-20 13:00:00;0.25;29.0;29.7;1
2017-06-20 14:00:00;21.403285200000006;29.4;29.2;1
2017-06-20 15:00:00;22.3761618;29.1;29.8;1
2017-06-20 16:00:00;0.25;29.6;30.0;1
2017-06-20 17:00:00;0.25;28.0;30.2;1
2017-06-20 18:00:00;23.3490384;26.6;28.7;1
2017-06-20 19:00:00;20.4304086;25.1;24.0;1
2017-06-20 20:00:00;0.25;23.7;21.5;1
2017-06-20 21:00:00;28.2134214;22.2;18.8;1
2017-06-20 22:00:00;21.403285200000006;21.3;17.9;1
2017-06-20 23:00:00;0.25;19.9;16.7;1
2017-06-21 00:00:00;0.25;18.6;16.2;1
2017-06-21 01:00:00;23.3490384;17.6;15.8;1
2017-06-21 02:00:00;11.6745192;16.5;14.5;1
2017-06-21 03:00:00;9.728766;15.9;14.3;1
2017-06-21 04:00:00;0.25;15.4;13.8;1
2017-06-21 05:00:00;24.321915;15.9;14.6;1
2017-06-21 06:00:00;0.25;17.3;17.2;1
2017-06-21 07:00:00;21.403285200000006;19.6;22.2;1
2017-06-21 08:00:00;0.9728766000000002;22.4;26.8;1
2017-06-21 09:00:00;43.77944700000001;24.4;28.7;1
2017-06-21 10:00:00;0.25;25.8;29.1;1
2017-06-21 11:00:00;0.25;27.1;28.8;1
2017-06-21 12:00:00;27.2405448;28.5;29.9;1
2017-06-21 13:00:00;20.4304086;28.0;29.0;1
2017-06-21 14:00:00;0.25;28.3;29.4;1
2017-06-21 15:00:00;24.321915;28.5;29.1;1
